0 1728000    
1 1.6353 0.58 0.625 77 77
1 2.6 0.58 0.625 77 77
1 3.4284 0.58 0.625 77 77
1 4.0641 0.58 0.625 77 77
1 4.4637 0.58 0.625 77 77
1 4.6 0.58 0.625 77 77
1 4.4637 0.58 0.625 77 77
1 4.0641 0.58 0.625 77 77
1 3.4284 0.58 0.625 77 77
1 2.6 0.58 0.625 77 77
1 1.6353 0.58 0.625 77 77
1 0.6 0.58 0.625 77 77
1 -0.43528 0.58 0.625 77 77
1 -1.4 0.58 0.625 77 77
1 -2.2284 0.58 0.625 77 77
1 -2.8641 0.58 0.625 77 77
1 -3.2637 0.58 0.625 77 77
1 -3.4 0.58 0.625 77 77
1 -3.2637 0.58 0.625 77 77
1 -2.8641 0.58 0.625 77 77
1 -2.2284 0.58 0.625 77 77
1 -1.4 0.58 0.625 77 77
1 -0.43528 0.58 0.625 77 77
1 0.6 0.58 0.625 77 77
1 3.0353 0.46 0.375 72 75.721
1 4 0.46 0.375 72 75.721
1 4.8284 0.46 0.375 72 75.721
1 5.4641 0.46 0.375 72 75.721
1 5.8637 0.46 0.375 72 75.721
1 6 0.46 0.375 72 75.721
1 5.8637 0.46 0.375 72 75.721
1 5.4641 0.46 0.375 72 75.721
1 4.8284 0.46 0.375 72 75.721
1 4 0.46 0.375 72 75.721
1 3.0353 0.46 0.375 72 75.721
1 2 0.46 0.375 72 75.721
1 0.96472 0.46 0.375 72 75.721
1 3.3307e-15 0.46 0.375 72 75.721
1 -0.82843 0.46 0.375 72 75.721
1 -1.4641 0.46 0.375 72 75.721
1 -1.8637 0.46 0.375 72 75.721
1 -2 0.46 0.375 72 75.721
1 -1.8637 0.46 0.375 72 75.721
1 -1.4641 0.46 0.375 72 75.721
1 -0.82843 0.46 0.375 72 75.721
1 -5.7732e-15 0.46 0.375 72 75.721
1 0.96472 0.46 0.375 72 75.721
1 2 0.46 0.375 72 75.721
1.2 -0.064724 0.64 0.75 68 75.721
1.2 0.9 0.64 0.75 68 75.721
1.2 1.7284 0.64 0.75 68 75.721
1.2 2.3641 0.64 0.75 68 75.721
1.2 2.7637 0.64 0.75 68 75.721
1.2 2.9 0.64 0.75 68 75.721
1.2 2.7637 0.64 0.75 68 75.721
1.2 2.3641 0.64 0.75 68 75.721
1.2 1.7284 0.64 0.75 68 75.721
1.2 0.9 0.64 0.75 68 75.721
1.2 -0.064724 0.64 0.75 68 75.721
1.2 -1.1 0.64 0.75 68 75.721
1.2 -2.1353 0.64 0.75 68 75.721
1.2 -3.1 0.64 0.75 68 75.721
1.2 -3.9284 0.64 0.75 68 75.721
1.2 -4.5641 0.64 0.75 68 75.721
1.2 -4.9637 0.64 0.75 68 75.721
1.2 -5.1 0.64 0.75 68 75.721
1.2 -4.9637 0.64 0.75 68 75.721
1.2 -4.5641 0.64 0.75 68 75.721
1.2 -3.9284 0.64 0.75 68 75.721
1.2 -3.1 0.64 0.75 68 75.721
1.2 -2.1353 0.64 0.75 68 75.721
1.2 -1.1 0.64 0.75 68 75.721
1.5 3.7353 0.55 0.375 68 73.993
1.5 4.7 0.55 0.375 68 73.993
1.5 5.5284 0.55 0.375 68 73.993
1.5 6.1641 0.55 0.375 68 73.993
1.5 6.5637 0.55 0.375 68 73.993
1.5 6.7 0.55 0.375 68 73.993
1.5 6.5637 0.55 0.375 68 73.993
1.5 6.1641 0.55 0.375 68 73.993
1.5 5.5284 0.55 0.375 68 73.993
1.5 4.7 0.55 0.375 68 73.993
1.5 3.7353 0.55 0.375 68 73.993
1.5 2.7 0.55 0.375 68 73.993
1.5 1.6647 0.55 0.375 68 73.993
1.5 0.7 0.55 0.375 68 73.993
1.5 -0.12843 0.55 0.375 68 73.993
1.5 -0.7641 0.55 0.375 68 73.993
1.5 -1.1637 0.55 0.375 68 73.993
1.5 -1.3 0.55 0.375 68 73.993
1.5 -1.1637 0.55 0.375 68 73.993
1.5 -0.7641 0.55 0.375 68 73.993
1.5 -0.12843 0.55 0.375 68 73.993
1.5 0.7 0.55 0.375 68 73.993
1.5 1.6647 0.55 0.375 68 73.993
1.5 2.7 0.55 0.375 68 73.993
1.2 1.5353 0.66 0.625 64 73.673
1.2 2.5 0.66 0.625 64 73.673
1.2 3.3284 0.66 0.625 64 73.673
1.2 3.9641 0.66 0.625 64 73.673
1.2 4.3637 0.66 0.625 64 73.673
1.2 4.5 0.66 0.625 64 73.673
1.2 4.3637 0.66 0.625 64 73.673
1.2 3.9641 0.66 0.625 64 73.673
1.2 3.3284 0.66 0.625 64 73.673
1.2 2.5 0.66 0.625 64 73.673
1.2 1.5353 0.66 0.625 64 73.673
1.2 0.5 0.66 0.625 64 73.673
1.2 -0.53528 0.66 0.625 64 73.673
1.2 -1.5 0.66 0.625 64 73.673
1.2 -2.3284 0.66 0.625 64 73.673
1.2 -2.9641 0.66 0.625 64 73.673
1.2 -3.3637 0.66 0.625 64 73.673
1.2 -3.5 0.66 0.625 64 73.673
1.2 -3.3637 0.66 0.625 64 73.673
1.2 -2.9641 0.66 0.625 64 73.673
1.2 -2.3284 0.66 0.625 64 73.673
1.2 -1.5 0.66 0.625 64 73.673
1.2 -0.53528 0.66 0.625 64 73.673
1.2 0.5 0.66 0.625 64 73.673
0.7 1.0353 0.74 0.75 62 73.673
0.7 2 0.74 0.75 62 73.673
0.7 2.8284 0.74 0.75 62 73.673
0.7 3.4641 0.74 0.75 62 73.673
0.7 3.8637 0.74 0.75 62 73.673
0.7 4 0.74 0.75 62 73.673
0.7 3.8637 0.74 0.75 62 73.673
0.7 3.4641 0.74 0.75 62 73.673
0.7 2.8284 0.74 0.75 62 73.673
0.7 2 0.74 0.75 62 73.673
0.7 1.0353 0.74 0.75 62 73.673
0.7 -8.8224e-15 0.74 0.75 62 73.673
0.7 -1.0353 0.74 0.75 62 73.673
0.7 -2 0.74 0.75 62 73.673
0.7 -2.8284 0.74 0.75 62 73.673
0.7 -3.4641 0.74 0.75 62 73.673
0.7 -3.8637 0.74 0.75 62 73.673
0.7 -4 0.74 0.75 62 73.673
0.7 -3.8637 0.74 0.75 62 73.673
0.7 -3.4641 0.74 0.75 62 73.673
0.7 -2.8284 0.74 0.75 62 73.673
0.7 -2 0.74 0.75 62 73.673
0.7 -1.0353 0.74 0.75 62 73.673
0.7 -5.8783e-15 0.74 0.75 62 73.673
0.7 0.43528 0.6 0.5875 63 73.673
0.7 1.4 0.6 0.5875 63 73.673
0.7 2.2284 0.6 0.5875 63 73.673
0.7 2.8641 0.6 0.5875 63 73.673
0.7 3.2637 0.6 0.5875 63 73.673
0.7 3.4 0.6 0.5875 63 73.673
0.7 3.2637 0.6 0.5875 63 73.673
0.7 2.8641 0.6 0.5875 63 73.673
0.7 2.2284 0.6 0.5875 63 73.673
0.7 1.4 0.6 0.5875 63 73.673
0.7 0.43528 0.6 0.5875 63 73.673
0.7 -0.6 0.6 0.5875 63 73.673
0.7 -1.6353 0.6 0.5875 63 73.673
0.7 -2.6 0.6 0.5875 63 73.673
0.7 -3.4284 0.6 0.5875 63 73.673
0.7 -4.0641 0.6 0.5875 63 73.673
0.7 -4.4637 0.6 0.5875 63 73.673
0.7 -4.6 0.6 0.5875 63 73.673
0.7 -4.4637 0.6 0.5875 63 73.673
0.7 -4.0641 0.6 0.5875 63 73.673
0.7 -3.4284 0.6 0.5875 63 73.673
0.7 -2.6 0.6 0.5875 63 73.673
0.7 -1.6353 0.6 0.5875 63 73.673
0.7 -0.6 0.6 0.5875 63 73.673
0.3 0.53528 0.55 0.2875 63 73.673
0.3 1.5 0.55 0.2875 63 73.673
0.3 2.3284 0.55 0.2875 63 73.673
0.3 2.9641 0.55 0.2875 63 73.673
0.3 3.3637 0.55 0.2875 63 73.673
0.3 3.5 0.55 0.2875 63 73.673
0.3 3.3637 0.55 0.2875 63 73.673
0.3 2.9641 0.55 0.2875 63 73.673
0.3 2.3284 0.55 0.2875 63 73.673
0.3 1.5 0.55 0.2875 63 73.673
0.3 0.53528 0.55 0.2875 63 73.673
0.3 -0.5 0.55 0.2875 63 73.673
0.3 -1.5353 0.55 0.2875 63 73.673
0.3 -2.5 0.55 0.2875 63 73.673
0.3 -3.3284 0.55 0.2875 63 73.673
0.3 -3.9641 0.55 0.2875 63 73.673
0.3 -4.3637 0.55 0.2875 63 73.673
0.3 -4.5 0.55 0.2875 63 73.673
0.3 -4.3637 0.55 0.2875 63 73.673
0.3 -3.9641 0.55 0.2875 63 73.673
0.3 -3.3284 0.55 0.2875 63 73.673
